# x y u
0.000000 0.000000 5.000000
0.000000 0.125000 5.000000
0.000000 0.250000 5.000000
0.000000 0.375000 5.000000
0.000000 0.500000 5.000000
0.000000 0.625000 5.000000
0.000000 0.750000 5.000000
0.000000 0.875000 5.000000
0.000000 1.000000 5.000000
0.000000 1.125000 5.000000
0.000000 1.250000 5.000000
0.000000 1.375000 5.000000
0.000000 1.500000 5.000000
0.000000 1.625000 5.000000
0.000000 1.750000 5.000000
0.000000 1.875000 5.000000
0.000000 2.000000 5.000000
0.000000 2.125000 5.000000
0.000000 2.250000 5.000000
0.000000 2.375000 5.000000
0.000000 2.500000 5.000000
0.000000 2.625000 5.000000
0.000000 2.750000 5.000000
0.000000 2.875000 5.000000
0.000000 3.000000 5.000000
0.000000 3.125000 5.000000
0.000000 3.250000 5.000000
0.000000 3.375000 5.000000
0.000000 3.500000 5.000000
0.000000 3.625000 5.000000
0.000000 3.750000 5.000000
0.000000 3.875000 5.000000
0.000000 4.000000 5.000000

0.125000 0.000000 5.000000
0.125000 0.125000 4.879160 970.024901 963.414483
0.125000 0.250000 4.758733 1939.532432 954.016227
0.125000 0.375000 4.639481 2905.301387 932.865242
0.125000 0.500000 4.522873 3858.369383 891.511503
0.125000 0.625000 4.411434 4780.571485 819.467165
0.125000 0.750000 4.309001 5641.216434 706.245042
0.125000 0.875000 4.220720 6395.697394 544.787001
0.125000 1.000000 4.152622 6989.178451 334.634904
0.125000 1.125000 4.110792 7367.331335 80.964826
0.125000 1.250000 4.100672 7487.464807 -211.873898
0.125000 1.375000 4.127156 7312.356148 -541.477861
0.125000 1.500000 4.194841 6798.366826 -898.570363
0.125000 1.625000 4.307162 5890.658999 -1246.525401
0.125000 1.750000 4.462978 4539.737638 -1490.084478
0.125000 1.875000 4.649238 2770.978615 -1454.969012
0.125000 2.000000 4.831109 873.209907 -977.053848
0.125000 2.125000 4.953241 -308.930982 -294.051644
0.125000 2.250000 4.989998 -487.775283 273.743217
0.125000 2.375000 4.955780 161.970624 465.535389
0.125000 2.500000 4.897588 868.822779 416.010795
0.125000 2.625000 4.845586 1374.564984 276.754791
0.125000 2.750000 4.810992 1658.258742 130.559822
0.125000 2.875000 4.794672 1764.357375 8.826040
0.125000 3.000000 4.793569 1742.772024 -82.496352
0.125000 3.125000 4.803881 1633.616735 -147.159806
0.125000 3.250000 4.822276 1465.924643 -191.290974
0.125000 3.375000 4.846187 1259.795172 -220.583645
0.125000 3.500000 4.873760 1028.840561 -239.505350
0.125000 3.625000 4.903698 782.178194 -251.270039
0.125000 3.750000 4.935107 525.908019 -258.034591
0.125000 3.875000 4.967361 264.183162 -261.108876
0.125000 4.000000 5.000000

0.250000 0.000000 5.000000
0.250000 0.125000 4.757907 973.847479 1932.922014
0.250000 0.250000 4.516292 1952.669264 1919.785182
0.250000 0.375000 4.276319 2939.153331 1885.933238
0.250000 0.500000 4.040577 3930.589017 1813.713604
0.250000 0.625000 3.813863 4914.172975 1680.112114
0.250000 0.750000 3.603849 5860.602546 1460.726002
0.250000 0.875000 3.421258 6718.155337 1138.268058
0.250000 1.000000 3.278974 7414.658722 712.787787
0.250000 1.125000 3.189876 7879.020824 201.098298
0.250000 1.250000 3.164739 8075.545662 -386.982557
0.250000 1.375000 3.213111 7980.840776 -1055.467184
0.250000 1.500000 3.345045 7549.177831 -1806.278189
0.250000 1.625000 3.570830 6681.827573 -2597.446763
0.250000 1.750000 3.895510 5201.134375 -3258.843501
0.250000 1.875000 4.302866 2864.872834 -3352.737719
0.250000 2.000000 4.721958 -320.333074 -2159.194738
0.250000 2.125000 4.991857 -1995.229776 -472.895945
0.250000 2.250000 5.050969 -1884.160352 923.489124
0.250000 2.375000 4.935533 -86.927796 1172.387544
0.250000 2.500000 4.788985 1119.457322 921.753001
0.250000 2.625000 4.673766 1735.869436 560.448549
0.250000 2.750000 4.603710 1982.048835 236.658456
0.250000 2.875000 4.574127 2013.775143 -12.759312
0.250000 3.000000 4.575722 1921.664354 -191.651641
0.250000 3.125000 4.599679 1756.816992 -314.851898
0.250000 3.250000 4.639035 1548.493189 -397.420444
0.250000 3.375000 4.688713 1313.912984 -451.538256
0.250000 3.500000 4.745155 1063.470023 -486.167718
0.250000 3.625000 4.805926 803.550689 -507.540213
0.250000 3.750000 4.869369 538.127254 -519.759448
0.250000 3.875000 4.934338 269.715751 -525.292038
0.250000 4.000000 5.000000

0.375000 0.000000 5.000000
0.375000 0.125000 4.636176 972.695753 2911.743799
0.375000 0.250000 4.272208 1958.143814 2906.269249
0.375000 0.375000 3.908924 2968.053654 2877.368925
0.375000 0.500000 3.549253 4010.660381 2797.297562
0.375000 0.625000 3.199591 5084.928853 2626.541685
0.375000 0.750000 2.871273 6168.865438 2318.278793
0.375000 0.875000 2.581488 7201.662687 1834.771443
0.375000 1.000000 2.352142 8072.280276 1177.149889
0.375000 1.125000 2.204998 8658.547577 397.623136
0.375000 1.250000 2.155295 8954.856241 -481.687443
0.375000 1.375000 2.215506 8986.283460 -1487.130128
0.375000 1.500000 2.401398 8735.676151 -2673.628448
0.375000 1.625000 2.735601 8086.339085 -4078.139960
0.375000 1.750000 3.245369 6718.099457 -5595.105042
0.375000 1.875000 3.944757 3807.711420 -6537.943627
0.375000 2.000000 4.762000 -3024.185261 -3834.091440
0.375000 2.125000 5.241261 -5467.494694 -361.826522
0.375000 2.250000 5.286490 -4966.708555 2720.721681
0.375000 2.375000 4.946399 255.021223 2378.772662
0.375000 2.500000 4.649053 1960.064870 1538.165114
0.375000 2.625000 4.456782 2467.406602 806.627948
0.375000 2.750000 4.355954 2520.292020 268.384763
0.375000 2.875000 4.322405 2387.030006 -104.870100
0.375000 3.000000 4.335514 2173.293257 -356.499003
0.375000 3.125000 4.380077 1923.493690 -523.175701
0.375000 3.250000 4.445474 1657.318137 -632.000649
0.375000 3.375000 4.524474 1383.893553 -701.981218
0.375000 3.500000 4.612221 1107.575856 -746.087051
0.375000 3.625000 4.705482 830.427287 -772.963649
0.375000 3.750000 4.802103 553.334555 -788.170950
0.375000 3.875000 4.900624 276.552590 -795.007789
0.375000 4.000000 5.000000

0.500000 0.000000 5.000000
0.500000 0.125000 4.514589 958.791717 3897.191860
0.500000 0.250000 4.027440 1939.156585 3916.179089
0.500000 0.375000 3.537918 2964.257092 3919.975651
0.500000 0.500000 3.047921 4059.069998 3871.566034
0.500000 0.625000 2.563975 5246.016617 3710.478270
0.500000 0.750000 2.100165 6528.267667 3351.076041
0.500000 0.875000 1.681281 7847.349695 2705.389033
0.500000 1.000000 1.343107 9014.252119 1763.417190
0.500000 1.125000 1.122680 9728.032966 693.931800
0.500000 1.250000 1.035938 10099.048265 -450.260224
0.500000 1.375000 1.092221 10273.760673 -1737.737437
0.500000 1.500000 1.309438 10320.904228 -3322.965513
0.500000 1.625000 1.724809 10209.753161 -5446.379589
0.500000 1.750000 2.405606 9777.212948 -8505.493079
0.500000 1.875000 3.468793 8672.058648 -13369.840308
0.500000 2.000000 5.140023 6492.684489 -6277.400873
0.500000 2.125000 5.924698 4725.454003 138.959617
0.500000 2.250000 5.907328 3839.108788 7942.451459
0.500000 2.375000 4.914522 4113.656373 4083.816309
0.500000 2.500000 4.404045 3998.374332 2045.506847
0.500000 2.625000 4.148356 3653.400084 859.513365
0.500000 2.750000 4.040917 3244.682636 135.122749
0.500000 2.875000 4.024027 2840.759604 -318.606849
0.500000 3.000000 4.063853 2460.984978 -606.298570
0.500000 3.125000 4.139640 2106.546376 -789.351255
